Dataset,Group,name,SampleID,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,Gene.ID,TotalRpoBHitsInSample,SkinSite,microenvironment,NormHits,superkingdom,phylum,class,order,family,genus,species
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647212,1747,S,2,0,2,0.28571,RF00174,239,toe_web_space,foot,0.008368200836820083,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647214,1747,S,7,0,7,0.875,RF00174,185,axilla,moist,0.03783783783783784,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647215,1747,S,92,0,92,0.81416,RF00174,563,scalp,sebaceous,0.16341030195381884,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647215,1747,S,3,0,3,0.75,RF01482,563,scalp,sebaceous,0.0053285968028419185,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647216,1747,S,21,0,21,0.95455,RF00174,130,forehead,sebaceous,0.16153846153846155,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647218,1747,S,2,0,2,0.25,RF00174,1092,toe_web_space,foot,0.0018315018315018315,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647220,1747,S,26,0,26,0.74286,RF00174,438,axilla,moist,0.0593607305936073,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647220,1747,S,1,0,1,1,RF01482,438,axilla,moist,0.00228310502283105,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647221,1747,S,16,0,16,1,RF00174,95,scalp,sebaceous,0.16842105263157894,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647222,1747,S,65,0,65,0.98485,RF00174,293,forehead,sebaceous,0.22184300341296928,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647222,1747,S,4,0,4,1,RF01482,293,forehead,sebaceous,0.013651877133105802,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647224,1747,S,8,0,8,0.8,RF00174,300,toe_web_space,foot,0.02666666666666667,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647225,1747,S,1,0,1,0.02872,RF00174,1487,umbilicus,moist,6.724949562878278e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647226,1747,S,37,0,37,0.94872,RF00174,545,axilla,moist,0.06788990825688074,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647227,1747,S,77,0,77,0.96289,RF00174,331,scalp,sebaceous,0.2326283987915408,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647227,1747,S,3,0,3,1,RF01482,331,scalp,sebaceous,0.00906344410876133,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647228,1747,S,86,0,86,0.98851,RF00174,259,forehead,sebaceous,0.33204633204633205,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647228,1747,S,5,0,5,1,RF01482,259,forehead,sebaceous,0.019305019305019305,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647231,1747,S,4,0,4,0.15914,RF00174,1933,umbilicus,moist,0.0020693222969477496,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647232,1747,S,50,0,50,0.84848,RF00174,1743,axilla,moist,0.02868617326448652,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647232,1747,S,1,0,1,1,RF01482,1743,axilla,moist,5.737234652897303e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647233,1747,S,366,4,370,0.96604,RF00174,1365,scalp,sebaceous,0.27106227106227104,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647233,1747,S,6,0,6,1,RF01482,1365,scalp,sebaceous,0.004395604395604396,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647234,1747,S,158,0,158,0.99371,RF00174,530,forehead,sebaceous,0.2981132075471698,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647234,1747,S,7,0,7,1,RF01482,530,forehead,sebaceous,0.013207547169811321,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647236,1747,S,89,2,91,0.77556,RF00174,1358,toe_web_space,foot,0.06701030927835051,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647236,1747,S,1,0,1,1,RF01482,1358,toe_web_space,foot,7.363770250368188e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647237,1747,S,11,0,11,0.84615,RF00174,1917,umbilicus,moist,0.005738132498695879,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647237,1747,S,1,0,1,1,RF01482,1917,umbilicus,moist,5.216484089723526e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647238,1747,S,79,0,79,0.97531,RF00174,307,axilla,moist,0.25732899022801303,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647238,1747,S,2,0,2,1,RF01482,307,axilla,moist,0.006514657980456026,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647239,1747,S,215,0,215,0.95133,RF00174,778,scalp,sebaceous,0.2763496143958869,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647239,1747,S,7,0,7,1,RF01482,778,scalp,sebaceous,0.008997429305912597,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647240,1747,S,380,0,380,1,RF00174,1125,forehead,sebaceous,0.3377777777777778,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647240,1747,S,13,0,13,1,RF01482,1125,forehead,sebaceous,0.011555555555555555,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647241,1747,S,125,0,125,0.99206,RF00174,313,retroaricular_crease,sebaceous,0.3993610223642173,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647241,1747,S,2,0,2,1,RF01482,313,retroaricular_crease,sebaceous,0.006389776357827476,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647242,1747,S,102,0,102,0.99037,RF00174,395,retroaricular_crease,sebaceous,0.2582278481012658,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647242,1747,S,2,0,2,1,RF01482,395,retroaricular_crease,sebaceous,0.005063291139240506,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647243,1747,S,9,0,9,1,RF00174,68,retroaricular_crease,sebaceous,0.1323529411764706,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647244,1747,S,8,0,8,0.88889,RF00174,38,retroaricular_crease,sebaceous,0.21052631578947367,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647245,1747,S,38,0,38,1,RF00174,128,retroaricular_crease,sebaceous,0.296875,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647246,1747,S,35,0,35,0.94595,RF00174,196,retroaricular_crease,sebaceous,0.17857142857142858,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647246,1747,S,1,0,1,1,RF01482,196,retroaricular_crease,sebaceous,0.00510204081632653,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647248,1747,S,79,0,79,0.97531,RF00174,300,retroaricular_crease,sebaceous,0.2633333333333333,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647248,1747,S,2,0,2,1,RF01482,300,retroaricular_crease,sebaceous,0.006666666666666667,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647249,1747,S,117,1,118,1,RF00174,467,retroaricular_crease,sebaceous,0.25267665952890794,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647249,1747,S,5,0,5,1,RF01482,467,retroaricular_crease,sebaceous,0.010706638115631691,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647250,1747,S,4,0,4,0.57143,RF00174,27,retroaricular_crease,sebaceous,0.14814814814814814,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647251,1747,S,83,0,83,0.97669,RF00174,334,retroaricular_crease,sebaceous,0.24850299401197604,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647251,1747,S,2,0,2,1,RF01482,334,retroaricular_crease,sebaceous,0.005988023952095809,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647252,1747,S,7,0,7,1,RF00174,17,retroaricular_crease,sebaceous,0.4117647058823529,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647252,1747,S,1,0,1,1,RF01482,17,retroaricular_crease,sebaceous,0.058823529411764705,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647253,1747,S,5,0,5,1,RF00174,13,retroaricular_crease,sebaceous,0.38461538461538464,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647254,1747,S,115,1,116,1,RF00174,312,retroaricular_crease,sebaceous,0.3717948717948718,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647254,1747,S,3,0,3,1,RF01482,312,retroaricular_crease,sebaceous,0.009615384615384616,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647255,1747,S,1,0,1,1,RF00174,19,retroaricular_crease,sebaceous,0.05263157894736842,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647256,1747,S,31,0,31,0.96875,RF00174,103,retroaricular_crease,sebaceous,0.30097087378640774,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647256,1747,S,1,0,1,1,RF01482,103,retroaricular_crease,sebaceous,0.009708737864077669,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647257,1747,S,6,0,6,1,RF00174,17,retroaricular_crease,sebaceous,0.35294117647058826,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647258,1747,S,27,0,27,0.96429,RF00174,123,retroaricular_crease,sebaceous,0.21951219512195122,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647258,1747,S,1,0,1,1,RF01482,123,retroaricular_crease,sebaceous,0.008130081300813009,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647259,1747,S,28,0,28,1,RF00174,74,retroaricular_crease,sebaceous,0.3783783783783784,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647260,1747,S,2,0,2,1,RF00174,16,retroaricular_crease,sebaceous,0.125,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647260,1747,S,1,0,1,1,RF01482,16,retroaricular_crease,sebaceous,0.0625,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647263,1747,S,10,0,10,1,RF00174,242,toe_web_space,foot,0.04132231404958678,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647263,1747,S,1,0,1,1,RF01482,242,toe_web_space,foot,0.004132231404958678,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647265,1747,S,3,0,3,1,RF00174,45,hypothenar palm,dry,0.06666666666666667,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647266,1747,S,34,0,34,0.94444,RF00174,163,volar_forearm,dry,0.2085889570552147,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647266,1747,S,1,0,1,1,RF01482,163,volar_forearm,dry,0.006134969325153374,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647267,1747,S,21,0,21,1,RF00174,108,antecubital fossa,moist,0.19444444444444445,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647267,1747,S,1,0,1,1,RF01482,108,antecubital fossa,moist,0.009259259259259259,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647268,1747,S,1,0,1,1,RF00174,691,axilla,moist,0.001447178002894356,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647268,1747,S,1,0,1,1,RF01482,691,axilla,moist,0.001447178002894356,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647269,1747,S,147,0,147,1,RF00174,344,back,sebaceous,0.4273255813953488,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647269,1747,S,5,0,5,1,RF01482,344,back,sebaceous,0.014534883720930232,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647270,1747,S,17,0,17,0.94444,RF00174,45,scalp,sebaceous,0.37777777777777777,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647271,1747,S,3,0,3,0.42857,RF00174,16,retroaricular_crease,sebaceous,0.1875,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647272,1747,S,1,0,1,1,RF00174,8,forehead,sebaceous,0.125,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647272,1747,S,1,0,1,1,RF01482,8,forehead,sebaceous,0.125,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647274,1747,S,2,0,2,1,RF00174,28,plantar_heel,foot,0.07142857142857142,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647276,1747,S,2,0,2,1,RF00174,408,umbilicus,moist,0.004901960784313725,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647277,1747,S,44,0,44,0.89796,RF00174,388,hypothenar palm,dry,0.1134020618556701,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647277,1747,S,2,0,2,0.66667,RF01482,388,hypothenar palm,dry,0.005154639175257732,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647278,1747,S,69,0,69,0.94559,RF00174,308,volar_forearm,dry,0.22402597402597402,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647278,1747,S,4,0,4,1,RF01482,308,volar_forearm,dry,0.012987012987012988,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647279,1747,S,9,0,9,1,RF00174,45,antecubital fossa,moist,0.2,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647279,1747,S,1,0,1,1,RF01482,45,antecubital fossa,moist,0.022222222222222223,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647280,1747,S,3,0,3,0.75,RF00174,44,axilla,moist,0.06818181818181818,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647281,1747,S,10,0,10,0.83333,RF00174,28,back,sebaceous,0.35714285714285715,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647281,1747,S,2,0,2,1,RF01482,28,back,sebaceous,0.07142857142857142,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647282,1747,S,68,0,68,0.94444,RF00174,168,scalp,sebaceous,0.40476190476190477,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647282,1747,S,1,0,1,1,RF01482,168,scalp,sebaceous,0.005952380952380952,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647283,1747,S,128,0,128,0.81619,RF00174,491,retroaricular_crease,sebaceous,0.2606924643584521,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647283,1747,S,4,0,4,1,RF01482,491,retroaricular_crease,sebaceous,0.008146639511201629,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647284,1747,S,58,0,58,1,RF00174,131,forehead,sebaceous,0.44274809160305345,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647284,1747,S,1,0,1,1,RF01482,131,forehead,sebaceous,0.007633587786259542,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647285,1747,S,166,0,166,0.93785,RF00174,529,retroaricular_crease,sebaceous,0.31379962192816635,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647285,1747,S,6,0,6,1,RF01482,529,retroaricular_crease,sebaceous,0.011342155009451797,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
PRJNA266117,B12_Riboswitch,Cutibacterium acnes,SRR1647286,1747,S,153,0,153,0.96835,RF00174,428,retroaricular_crease,sebaceous,0.3574766355140187,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
